Coupling,Cohesion,Complxity,Sability,Standard Deviation,Encapsulation,Interfacing
3.6403508771929824,0.15789473684210525,1.1335377771523285,0.41228070175438597,3.2017985164751486,0.13888888888888887,0.017543859649122806
3.6315789473684212,0.15789473684210525,1.156783391187416,0.41228070175438597,3.1392784343939337,0.13888888888888887,0.017543859649122806
3.672566371681416,0.1504424778761062,1.2773138450451527,0.415929203539823,3.0220690578881135,0.10619469026548672,0.017699115044247787
3.663716814159292,0.1592920353982301,1.172920117363116,0.415929203539823,3.1504118487410078,0.11504424778761062,0.017699115044247787
3.6548672566371683,0.1504424778761062,1.313449538260492,0.415929203539823,3.017856675319199,0.13716814159292035,0.017699115044247787
3.7027027027027026,0.15315315315315314,1.2965747551660864,0.4144144144144144,3.050221189331899,0.14414414414414414,0.018018018018018018
3.951923076923077,0.17307692307692307,1.3643828887830436,0.4326923076923077,3.2153826500524625,0.08447802197802197,0.019230769230769232
3.328,0.144,1.1239095238095238,0.4,2.6274727216901423,0.13466666666666666,0.024
4.975903614457831,0.25301204819277107,1.4443870720979153,0.4819277108433735,3.720352486941761,0.08347676419965577,0.024096385542168676
3.370967741935484,0.13709677419354838,1.277532962109575,0.4032258064516129,2.679486624463584,0.16263440860215053,0.024193548387096774
5.08641975308642,0.25925925925925924,1.348980991573584,0.4691358024691358,3.750349777926069,0.06084656084656085,0.024691358024691357
3.4628099173553717,0.14049586776859505,0.7873774641336625,0.4132231404958678,2.778533414210507,0.1584022038567493,0.024793388429752067
3.4545454545454546,0.14049586776859505,0.6577380952380952,0.4132231404958678,2.8944470441623316,0.19146005509641872,0.024793388429752067
3.5126050420168067,0.14285714285714285,1.396703681472589,0.40336134453781514,2.96473120310762,0.15406162464985992,0.025210084033613446
3.5641025641025643,0.15384615384615385,1.1028701418407303,0.4017094017094017,3.1604131094991015,0.14387464387464385,0.02564102564102564
3.572649572649573,0.15384615384615385,1.1672576062281945,0.39316239316239315,3.149483371197949,0.1396011396011396,0.02564102564102564
3.572649572649573,0.15384615384615385,1.1581051845757726,0.39316239316239315,3.2177805092696325,0.1353276353276353,0.02564102564102564
6.60655737704918,0.36065573770491804,1.2351477302296976,0.5081967213114754,5.49187178817067,0.09836065573770492,0.03278688524590164
6.573770491803279,0.3770491803278688,1.2656503404562076,0.5081967213114754,5.577080341595593,0.09836065573770492,0.03278688524590164
6.6440677966101696,0.6101694915254238,1.2727746965054492,0.5084745762711864,6.105013221990431,0.09322033898305085,0.03389830508474576
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
